"rank" 0 1 2 3 4 
0.01788 0.9980 1.0000 0.9812 1.0000 0.9527 
0.01795 0.9980 1.0000 0.9812 1.0000 0.9525 
0.01802 0.9980 1.0000 0.9811 1.0000 0.9523 
0.01809 0.9979 1.0000 0.9810 1.0000 0.9522 
0.01816 0.9979 1.0000 0.9809 1.0000 0.9520 
0.01823 0.9979 1.0000 0.9809 1.0000 0.9518 
0.01830 0.9979 1.0000 0.9808 1.0000 0.9516 
0.01837 0.9979 1.0000 0.9807 1.0000 0.9514 
0.01844 0.9979 1.0000 0.9806 1.0000 0.9513 
0.01851 0.9978 1.0000 0.9805 1.0000 0.9511 
0.01858 0.9978 1.0000 0.9805 1.0000 0.9509 
0.01865 0.9978 1.0000 0.9804 1.0000 0.9507 
0.01872 0.9978 1.0000 0.9803 1.0000 0.9506 
0.01879 0.9978 1.0000 0.9802 1.0000 0.9504 
0.01886 0.9978 1.0000 0.9802 1.0000 0.9502 
0.01893 0.9978 1.0000 0.9801 1.0000 0.9500 
0.01900 0.9978 1.0000 0.9800 1.0000 0.9499 
0.01907 0.9978 1.0000 0.9800 1.0000 0.9497 
0.01914 0.9978 1.0000 0.9799 1.0000 0.9495 
0.01921 0.9978 1.0000 0.9798 1.0000 0.9493 
0.01928 0.9978 1.0000 0.9797 1.0000 0.9492 
0.01935 0.9978 1.0000 0.9797 1.0000 0.9490 
0.01942 0.9977 1.0000 0.9796 1.0000 0.9488 
0.01949 0.9977 1.0000 0.9795 1.0000 0.9486 
0.01956 0.9977 1.0000 0.9795 1.0000 0.9484 
0.01963 0.9977 1.0000 0.9794 1.0000 0.9483 
0.01970 0.9977 1.0000 0.9793 1.0000 0.9481 
0.01977 0.9977 1.0000 0.9792 1.0000 0.9479 
0.01984 0.9977 1.0000 0.9792 1.0000 0.9477 
0.01991 0.9977 1.0000 0.9791 1.0000 0.9476 
0.01998 0.9977 1.0000 0.9790 1.0000 0.9474 
0.02005 0.9977 1.0000 0.9789 1.0000 0.9472 
0.02012 0.9977 1.0000 0.9789 1.0000 0.9470 
0.02019 0.9976 1.0000 0.9788 1.0000 0.9469 
0.02027 0.9976 1.0000 0.9787 1.0000 0.9467 
0.02034 0.9976 1.0000 0.9787 1.0000 0.9465 
0.02041 0.9976 1.0000 0.9786 1.0000 0.9463 
0.02048 0.9976 1.0000 0.9785 1.0000 0.9462 
0.02055 0.9976 1.0000 0.9784 1.0000 0.9460 
0.02062 0.9976 1.0000 0.9784 1.0000 0.9458 
0.02069 0.9976 1.0000 0.9783 1.0000 0.9456 
0.02076 0.9976 1.0000 0.9782 1.0000 0.9455 
0.02083 0.9976 1.0000 0.9781 1.0000 0.9453 
0.02090 0.9976 1.0000 0.9781 1.0000 0.9451 
0.02097 0.9976 1.0000 0.9780 1.0000 0.9449 
0.02104 0.9975 1.0000 0.9779 1.0000 0.9448 
0.02111 0.9975 1.0000 0.9778 1.0000 0.9446 
0.02118 0.9975 1.0000 0.9778 1.0000 0.9444 
0.02125 0.9975 1.0000 0.9777 1.0000 0.9442 
0.02132 0.9975 1.0000 0.9776 1.0000 0.9441 
0.02139 0.9975 1.0000 0.9775 1.0000 0.9439 
0.02146 0.9975 1.0000 0.9775 1.0000 0.9437 
0.02153 0.9975 1.0000 0.9774 1.0000 0.9435 
0.02160 0.9974 1.0000 0.9773 1.0000 0.9434 
0.02167 0.9974 1.0000 0.9772 1.0000 0.9432 
0.02174 0.9974 1.0000 0.9772 1.0000 0.9430 
0.02181 0.9974 1.0000 0.9771 1.0000 0.9428 
0.02188 0.9974 1.0000 0.9770 1.0000 0.9427 
0.02195 0.9974 1.0000 0.9769 1.0000 0.9425 
0.02202 0.9974 1.0000 0.9769 1.0000 0.9423 
0.02209 0.9973 1.0000 0.9768 1.0000 0.9421 
0.02216 0.9973 1.0000 0.9767 1.0000 0.9420 
0.02223 0.9973 1.0000 0.9766 1.0000 0.9418 
0.02230 0.9973 1.0000 0.9766 1.0000 0.9416 
0.02237 0.9973 1.0000 0.9765 1.0000 0.9414 
0.02244 0.9973 1.0000 0.9764 1.0000 0.9413 
0.02251 0.9973 1.0000 0.9763 1.0000 0.9411 
0.02258 0.9973 1.0000 0.9763 1.0000 0.9409 
0.02265 0.9972 1.0000 0.9762 1.0000 0.9407 
0.02272 0.9972 1.0000 0.9761 1.0000 0.9406 
0.02279 0.9972 1.0000 0.9760 1.0000 0.9404 
0.02286 0.9972 1.0000 0.9760 1.0000 0.9402 
0.02293 0.9971 1.0000 0.9759 1.0000 0.9400 
0.02300 0.9971 1.0000 0.9758 1.0000 0.9399 
0.02307 0.9971 1.0000 0.9757 1.0000 0.9397 
0.02314 0.9971 1.0000 0.9757 1.0000 0.9395 
0.02321 0.9971 1.0000 0.9756 1.0000 0.9393 
0.02328 0.9971 1.0000 0.9755 1.0000 0.9392 
0.02335 0.9971 1.0000 0.9755 1.0000 0.9390 
0.02342 0.9971 1.0000 0.9754 1.0000 0.9388 
0.02349 0.9971 1.0000 0.9753 1.0000 0.9386 
0.02356 0.9971 1.0000 0.9752 1.0000 0.9385 
0.02363 0.9970 1.0000 0.9752 1.0000 0.9383 
0.02370 0.9970 1.0000 0.9751 1.0000 0.9381 
0.02377 0.9970 1.0000 0.9750 1.0000 0.9379 
0.02384 0.9970 1.0000 0.9749 1.0000 0.9378 
0.02391 0.9970 1.0000 0.9749 1.0000 0.9376 
0.02398 0.9970 1.0000 0.9748 1.0000 0.9374 
0.02405 0.9970 1.0000 0.9747 1.0000 0.9372 
0.02412 0.9970 1.0000 0.9747 1.0000 0.9371 
0.02419 0.9969 1.0000 0.9746 1.0000 0.9369 
0.02426 0.9969 1.0000 0.9745 1.0000 0.9367 
0.02433 0.9969 1.0000 0.9744 1.0000 0.9366 
0.02440 0.9969 1.0000 0.9744 1.0000 0.9364 
0.02447 0.9969 1.0000 0.9743 1.0000 0.9362 
0.02454 0.9969 1.0000 0.9742 1.0000 0.9360 
0.02461 0.9969 1.0000 0.9741 1.0000 0.9359 
0.02468 0.9969 1.0000 0.9741 1.0000 0.9357 
0.02475 0.9969 1.0000 0.9740 1.0000 0.9355 
0.02482 0.9969 1.0000 0.9739 1.0000 0.9353 
0.02489 0.9969 1.0000 0.9739 1.0000 0.9352 
0.02496 0.9968 1.0000 0.9738 1.0000 0.9350 
0.02503 0.9968 1.0000 0.9737 1.0000 0.9348 
0.02510 0.9968 1.0000 0.9736 1.0000 0.9346 
0.02517 0.9968 1.0000 0.9736 1.0000 0.9345 
0.02524 0.9968 1.0000 0.9735 1.0000 0.9343 
0.02531 0.9968 1.0000 0.9734 1.0000 0.9341 
0.02538 0.9968 1.0000 0.9733 1.0000 0.9340 
0.02545 0.9968 1.0000 0.9733 1.0000 0.9338 
0.02552 0.9968 1.0000 0.9732 1.0000 0.9336 
0.02559 0.9968 1.0000 0.9731 1.0000 0.9334 
0.02566 0.9967 1.0000 0.9730 1.0000 0.9333 
0.02573 0.9967 1.0000 0.9730 1.0000 0.9331 
0.02580 0.9967 1.0000 0.9729 1.0000 0.9329 
0.02587 0.9967 1.0000 0.9728 1.0000 0.9327 
0.02594 0.9967 1.0000 0.9727 1.0000 0.9326 
0.02602 0.9967 1.0000 0.9727 1.0000 0.9324 
0.02609 0.9967 1.0000 0.9726 1.0000 0.9322 
0.02616 0.9966 1.0000 0.9725 1.0000 0.9321 
0.02623 0.9966 1.0000 0.9724 1.0000 0.9319 
0.02630 0.9966 1.0000 0.9724 1.0000 0.9317 
0.02637 0.9966 1.0000 0.9723 1.0000 0.9315 
0.02644 0.9966 1.0000 0.9722 1.0000 0.9314 
0.02651 0.9966 1.0000 0.9721 1.0000 0.9312 
0.02658 0.9965 1.0000 0.9721 1.0000 0.9310 
0.02665 0.9965 1.0000 0.9720 1.0000 0.9308 
0.02672 0.9965 1.0000 0.9719 1.0000 0.9307 
0.02679 0.9965 1.0000 0.9718 1.0000 0.9305 
0.02686 0.9965 1.0000 0.9718 1.0000 0.9303 
0.02693 0.9965 1.0000 0.9717 1.0000 0.9302 
0.02700 0.9965 1.0000 0.9716 1.0000 0.9300 
0.02707 0.9965 1.0000 0.9716 1.0000 0.9298 
0.02714 0.9965 1.0000 0.9715 1.0000 0.9296 
0.02721 0.9965 1.0000 0.9714 1.0000 0.9295 
0.02728 0.9964 1.0000 0.9713 1.0000 0.9293 
0.02735 0.9964 1.0000 0.9713 1.0000 0.9291 
0.02742 0.9964 1.0000 0.9712 1.0000 0.9289 
0.02749 0.9964 1.0000 0.9711 1.0000 0.9288 
0.02756 0.9963 1.0000 0.9710 1.0000 0.9286 
0.02763 0.9963 1.0000 0.9710 1.0000 0.9284 
0.02770 0.9963 1.0000 0.9709 1.0000 0.9283 
0.02777 0.9963 1.0000 0.9708 1.0000 0.9281 
0.02784 0.9963 1.0000 0.9707 1.0000 0.9279 
0.02791 0.9963 1.0000 0.9707 1.0000 0.9277 
0.02798 0.9963 1.0000 0.9706 1.0000 0.9276 
0.02805 0.9963 1.0000 0.9705 1.0000 0.9274 
0.02812 0.9963 1.0000 0.9705 1.0000 0.9272 
0.02819 0.9962 1.0000 0.9704 1.0000 0.9271 
0.02826 0.9962 1.0000 0.9703 1.0000 0.9269 
0.02833 0.9962 1.0000 0.9702 1.0000 0.9267 
0.02840 0.9961 1.0000 0.9701 1.0000 0.9265 
0.02847 0.9961 1.0000 0.9701 1.0000 0.9264 
0.02854 0.9961 1.0000 0.9700 1.0000 0.9262 
0.02861 0.9961 1.0000 0.9699 1.0000 0.9260 
0.02868 0.9961 1.0000 0.9698 1.0000 0.9259 
0.02875 0.9961 1.0000 0.9698 1.0000 0.9257 
0.02882 0.9961 1.0000 0.9697 1.0000 0.9255 
0.02889 0.9961 1.0000 0.9696 1.0000 0.9253 
0.02896 0.9961 1.0000 0.9696 1.0000 0.9252 
0.02903 0.9961 1.0000 0.9695 1.0000 0.9250 
0.02910 0.9961 1.0000 0.9694 1.0000 0.9248 
0.02917 0.9960 1.0000 0.9693 1.0000 0.9247 
0.02924 0.9960 1.0000 0.9693 1.0000 0.9245 
0.02931 0.9960 1.0000 0.9692 1.0000 0.9243 
0.02938 0.9960 1.0000 0.9691 1.0000 0.9241 
0.02945 0.9960 1.0000 0.9691 1.0000 0.9240 
0.02952 0.9960 1.0000 0.9690 1.0000 0.9238 
0.02959 0.9960 1.0000 0.9689 1.0000 0.9236 
0.02966 0.9959 1.0000 0.9688 1.0000 0.9235 
0.02973 0.9959 1.0000 0.9688 1.0000 0.9233 
0.02980 0.9959 1.0000 0.9687 1.0000 0.9231 
0.02987 0.9959 1.0000 0.9686 1.0000 0.9229 
0.02994 0.9959 1.0000 0.9685 1.0000 0.9228 
0.03001 0.9959 1.0000 0.9685 1.0000 0.9226 
0.03008 0.9959 1.0000 0.9684 1.0000 0.9224 
0.03015 0.9959 1.0000 0.9683 1.0000 0.9223 
0.03022 0.9959 1.0000 0.9682 1.0000 0.9221 
0.03029 0.9959 1.0000 0.9682 1.0000 0.9219 
0.03036 0.9959 1.0000 0.9681 1.0000 0.9217 
0.03043 0.9959 1.0000 0.9680 1.0000 0.9216 
0.03050 0.9958 1.0000 0.9679 1.0000 0.9214 
0.03057 0.9958 1.0000 0.9679 1.0000 0.9212 
0.03064 0.9958 1.0000 0.9678 1.0000 0.9211 
0.03071 0.9958 1.0000 0.9677 1.0000 0.9209 
0.03078 0.9958 1.0000 0.9676 1.0000 0.9207 
0.03085 0.9957 1.0000 0.9676 1.0000 0.9206 
0.03092 0.9957 1.0000 0.9675 1.0000 0.9204 
0.03099 0.9957 1.0000 0.9674 1.0000 0.9202 
0.03106 0.9957 1.0000 0.9673 1.0000 0.9200 
0.03113 0.9957 1.0000 0.9672 1.0000 0.9199 
0.03120 0.9957 1.0000 0.9672 1.0000 0.9197 
0.03127 0.9957 1.0000 0.9671 1.0000 0.9195 
0.03134 0.9957 1.0000 0.9670 1.0000 0.9194 
0.03141 0.9956 1.0000 0.9670 1.0000 0.9192 
